3,7,11,12,15,18,22,26,27
3,5,10,12,17,22,31
8,13,18,29,34,39
2,4,8,10,12,20,22,24,28,30,32
12,16,29,31
4,9,14,16,22,27,32,34
1,4,7,9,11,14,17,28,31,38,39,57,60,64,75
4,5,7,12,13,15,20,21,23,28,29,31
2,4,9,22,25,28,34,35
2,4,5,8,9,11,15,19,24,26
