3,7,12,15,18,22,27
4,6,11,13,18,22,30,32
4,8,13,18,25,29,34,39
5,12,25,32
3,7,11,13,16,20,24,28,31
4,9,14,17,22,27,34
1,5,7,9,12,15,18,21,25,28,31,37,39,45,58,62,65,68,72,75
4,7,12,15,20,23,28,31
4,9,19,22,33,35
5,12,16,19,26
